Operations_ID,Product_ID,Product_Name,Product_Category,Production_Date,Production_Quantity,Quality_Metrics,Quantity_in_Stock,Quantity_Sold,Supplier_ID,Supplier_Name,Lead_Time,Employee_ID,Employee_Name,Shift_Information,Maintenance_Type,Downtime_Duration,Energy_Consumption_Data,Production_Time,Downtime_Events,Employee_Rating,Downtime_Reason
890,4,Diesel Generator,Industrial Machinery,4/17/2023,852,Passed,472,380,7,Ferguson Inc,10,2,Ashley Herring,Night Shift,Repairs,2.000950073,955.6268521,6.135079927,3,1,Material Shortage
891,3,Industrial Mixer,Industrial Machinery,6/28/2023,734,Failed,241,493,1,"Barnes, Butler and Russell",6,9,Natasha Thomas,Morning Shift,Repairs,2.608093978,950.7205583,11.17463966,2,2,Human Error
892,2,Washing Machine,Home Appliances,9/27/2023,324,Passed,308,16,10,Campbell-Wong,8,2,Ashley Herring,Night Shift,Routine Maintenance,3.082463199,834.523572,11.24924383,3,2,Human Error
893,7,Industrial Cookers,Industrial Machinery,6/9/2023,495,Failed,333,162,4,"Yang, Walker and George",2,6,Taylor Davis,Morning Shift,Routine Maintenance,3.044549617,897.117968,11.63775386,1,5,Material Shortage
894,7,Industrial Cookers,Industrial Machinery,4/7/2023,913,In-Between,135,778,4,"Yang, Walker and George",3,10,Cheryl Nunez,Night Shift,Routine Maintenance,3.484655604,951.8936897,6.587178032,4,1,Human Error
895,4,Diesel Generator,Industrial Machinery,8/11/2023,133,In-Between,62,71,7,Ferguson Inc,4,7,Victor Hernandez,Night Shift,Repairs,none,1324.323338,3.383801878,0,5,Human Error
896,3,Industrial Mixer,Industrial Machinery,5/30/2023,568,In-Between,344,224,2,"Moore, Hernandez and Munoz",6,10,Cheryl Nunez,Night Shift,Routine Maintenance,4.565256985,1153.75753,10.76412453,2,1,Material Shortage
897,6,Microwave Ovens,Home Appliances,9/28/2023,949,Failed,406,543,3,Hartman-Banks,6,7,Victor Hernandez,Night Shift,Routine Maintenance,none,1089.236052,9.988735669,0,1,Technical Issues
898,4,Diesel Generator,Industrial Machinery,6/28/2023,408,Passed,407,1,1,"Barnes, Butler and Russell",6,7,Victor Hernandez,Night Shift,Routine Maintenance,3.622620032,1069.682105,7.638458913,2,4,Human Error
899,2,Washing Machine,Home Appliances,9/12/2023,793,Passed,311,482,10,Campbell-Wong,6,8,Sarah Lloyd,Afternoon Shift,Repairs,2.254079753,861.312889,6.110816825,5,5,Material Shortage
900,5,Air Conditioners,Home Appliances,8/10/2023,395,Failed,71,324,5,Hawkins-Miller,10,1,Amber Powell,Morning Shift,Routine Maintenance,4.17938667,994.5591745,8.818055205,4,5,Material Shortage
901,7,Industrial Cookers,Industrial Machinery,9/26/2023,178,Passed,177,1,3,Hartman-Banks,9,8,Sarah Lloyd,Afternoon Shift,Repairs,none,1304.063831,5.753610107,0,4,Material Shortage
902,1,Refrigerator,Home Appliances,8/19/2023,721,Failed,123,598,10,Campbell-Wong,1,8,Sarah Lloyd,Afternoon Shift,Repairs,4.333342505,872.4357664,9.953706067,5,1,Technical Issues
903,3,Industrial Mixer,Industrial Machinery,9/14/2023,362,Passed,361,1,2,"Moore, Hernandez and Munoz",8,9,Natasha Thomas,Morning Shift,Routine Maintenance,none,1012.878993,10.46641371,0,4,Material Shortage
904,5,Air Conditioners,Home Appliances,8/12/2023,362,Passed,361,1,3,Hartman-Banks,7,3,Melissa Kim,Afternoon Shift,Repairs,2.125637638,892.1192318,10.76997965,3,2,Human Error
905,1,Refrigerator,Home Appliances,8/13/2023,212,In-Between,211,1,4,"Yang, Walker and George",9,9,Natasha Thomas,Morning Shift,Routine Maintenance,4.831953637,874.1155504,4.951086293,1,3,Human Error
906,3,Industrial Mixer,Industrial Machinery,4/3/2023,322,Passed,321,1,4,"Yang, Walker and George",8,3,Melissa Kim,Afternoon Shift,Routine Maintenance,4.527187871,1298.916308,6.302479287,5,2,Technical Issues
907,5,Air Conditioners,Home Appliances,5/27/2023,208,Passed,90,118,10,Campbell-Wong,4,6,Taylor Davis,Morning Shift,Routine Maintenance,3.834508457,1108.930057,8.880863276,3,5,Material Shortage
908,7,Industrial Cookers,Industrial Machinery,9/8/2023,346,In-Between,345,1,1,"Barnes, Butler and Russell",5,2,Ashley Herring,Night Shift,Routine Maintenance,4.595253384,1187.952178,11.83747113,5,4,Technical Issues
909,5,Air Conditioners,Home Appliances,8/25/2023,134,Passed,60,74,7,Ferguson Inc,8,10,Cheryl Nunez,Night Shift,Routine Maintenance,none,978.4897468,6.036875306,0,1,Material Shortage
910,1,Refrigerator,Home Appliances,6/4/2023,633,Passed,398,235,3,Hartman-Banks,8,5,David Floyd,Afternoon Shift,Repairs,3.639015517,806.1162237,5.992232005,3,3,Material Shortage
911,2,Washing Machine,Home Appliances,9/20/2023,508,Failed,155,353,9,Lawson-Herrera,5,4,Megan Allen,Night Shift,Routine Maintenance,3.876827785,813.2015129,5.019740818,3,5,Material Shortage
912,6,Microwave Ovens,Home Appliances,9/11/2023,487,Passed,486,1,6,"Hill, Thomas and Neal",8,9,Natasha Thomas,Morning Shift,Repairs,2.112966729,1203.101808,6.618808516,4,2,Material Shortage
913,1,Refrigerator,Home Appliances,5/11/2023,934,Passed,240,694,2,"Moore, Hernandez and Munoz",9,5,David Floyd,Afternoon Shift,Routine Maintenance,1.713713102,834.4752737,9.591766915,1,2,Technical Issues
914,5,Air Conditioners,Home Appliances,6/21/2023,942,Passed,215,727,8,"Adams, Murphy and Wilson",6,3,Melissa Kim,Afternoon Shift,Repairs,4.630348119,839.3554843,11.29241201,2,5,Material Shortage
915,1,Refrigerator,Home Appliances,4/8/2023,568,Passed,107,461,6,"Hill, Thomas and Neal",2,2,Ashley Herring,Night Shift,Routine Maintenance,4.962835127,1279.645761,5.121458484,1,2,Technical Issues
916,5,Air Conditioners,Home Appliances,7/15/2023,138,Failed,111,27,4,"Yang, Walker and George",6,4,Megan Allen,Night Shift,Repairs,2.646918509,1130.157093,5.163598781,4,2,Material Shortage
917,3,Industrial Mixer,Industrial Machinery,7/16/2023,663,Passed,299,364,9,Lawson-Herrera,2,9,Natasha Thomas,Morning Shift,Routine Maintenance,1.014024606,1085.540449,6.299601506,3,5,Material Shortage
918,1,Refrigerator,Home Appliances,5/22/2023,308,In-Between,307,1,6,"Hill, Thomas and Neal",9,2,Ashley Herring,Night Shift,Routine Maintenance,none,809.8839941,11.00618833,0,5,Human Error
919,5,Air Conditioners,Home Appliances,8/31/2023,513,Passed,228,285,8,"Adams, Murphy and Wilson",6,6,Taylor Davis,Morning Shift,Routine Maintenance,1.65188044,950.4768175,3.317750338,1,4,Material Shortage
920,1,Refrigerator,Home Appliances,4/2/2023,315,In-Between,181,134,6,"Hill, Thomas and Neal",2,10,Cheryl Nunez,Night Shift,Routine Maintenance,1.303520639,1307.881863,7.278764365,3,4,Human Error
921,7,Industrial Cookers,Industrial Machinery,5/13/2023,857,Passed,102,755,9,Lawson-Herrera,3,3,Melissa Kim,Afternoon Shift,Routine Maintenance,2.746539175,1058.016564,5.217550192,4,3,Material Shortage
922,2,Washing Machine,Home Appliances,9/26/2023,920,Passed,457,463,10,Campbell-Wong,7,2,Ashley Herring,Night Shift,Repairs,3.604785099,1288.340824,3.735307198,2,2,Material Shortage
923,2,Washing Machine,Home Appliances,8/20/2023,642,Failed,379,263,9,Lawson-Herrera,10,1,Amber Powell,Morning Shift,Repairs,3.247110054,1091.808121,10.85074816,2,5,Technical Issues
924,3,Industrial Mixer,Industrial Machinery,8/5/2023,722,Passed,445,277,7,Ferguson Inc,6,5,David Floyd,Afternoon Shift,Routine Maintenance,3.287359891,901.9887628,11.42981149,3,3,Material Shortage
925,6,Microwave Ovens,Home Appliances,5/11/2023,169,Passed,126,43,3,Hartman-Banks,1,5,David Floyd,Afternoon Shift,Routine Maintenance,1.04934234,1037.934041,6.595685636,1,2,Human Error
926,2,Washing Machine,Home Appliances,9/11/2023,307,Passed,137,170,3,Hartman-Banks,4,6,Taylor Davis,Morning Shift,Repairs,3.055314892,1084.323333,5.473866897,5,3,Human Error
927,5,Air Conditioners,Home Appliances,9/28/2023,993,Passed,185,808,5,Hawkins-Miller,3,10,Cheryl Nunez,Night Shift,Routine Maintenance,2.755158586,1088.634755,4.782347591,2,3,Material Shortage
928,3,Industrial Mixer,Industrial Machinery,6/19/2023,382,Passed,110,272,5,Hawkins-Miller,5,2,Ashley Herring,Night Shift,Repairs,none,1024.052115,6.942503887,0,1,Human Error
929,1,Refrigerator,Home Appliances,8/1/2023,579,In-Between,169,410,5,Hawkins-Miller,6,3,Melissa Kim,Afternoon Shift,Routine Maintenance,2.030303394,882.7846206,11.98180852,4,1,Material Shortage
930,5,Air Conditioners,Home Appliances,9/17/2023,942,Passed,83,859,2,"Moore, Hernandez and Munoz",4,10,Cheryl Nunez,Night Shift,Repairs,4.541158949,1176.671737,11.25159886,1,5,Technical Issues
931,3,Industrial Mixer,Industrial Machinery,5/28/2023,528,Passed,294,234,5,Hawkins-Miller,6,4,Megan Allen,Night Shift,Routine Maintenance,none,1278.854025,4.59498955,0,1,Material Shortage
932,7,Industrial Cookers,Industrial Machinery,9/16/2023,685,Passed,174,511,9,Lawson-Herrera,1,7,Victor Hernandez,Night Shift,Routine Maintenance,1.099361079,1041.254867,11.80937229,3,1,Technical Issues
933,6,Microwave Ovens,Home Appliances,7/13/2023,376,Failed,375,1,4,"Yang, Walker and George",4,9,Natasha Thomas,Morning Shift,Routine Maintenance,none,875.775454,7.598324766,0,4,Material Shortage
934,7,Industrial Cookers,Industrial Machinery,7/5/2023,490,Passed,489,1,3,Hartman-Banks,5,1,Amber Powell,Morning Shift,Routine Maintenance,2.787799021,1308.29838,7.707457166,4,4,Human Error
935,6,Microwave Ovens,Home Appliances,8/8/2023,419,Passed,364,55,9,Lawson-Herrera,7,4,Megan Allen,Night Shift,Routine Maintenance,2.53984621,1255.181476,11.42605308,4,1,Human Error
936,4,Diesel Generator,Industrial Machinery,7/15/2023,794,Passed,171,623,10,Campbell-Wong,6,1,Amber Powell,Morning Shift,Repairs,3.302651205,1234.765776,3.271173734,1,3,Material Shortage
937,4,Diesel Generator,Industrial Machinery,6/8/2023,602,Passed,152,450,8,"Adams, Murphy and Wilson",3,4,Megan Allen,Night Shift,Routine Maintenance,4.090529679,1168.45786,8.150718703,5,3,Technical Issues
938,3,Industrial Mixer,Industrial Machinery,8/3/2023,966,Failed,219,747,2,"Moore, Hernandez and Munoz",2,5,David Floyd,Afternoon Shift,Repairs,1.886517281,871.064027,7.244853882,1,5,Material Shortage
939,1,Refrigerator,Home Appliances,4/19/2023,509,Passed,430,79,4,"Yang, Walker and George",9,9,Natasha Thomas,Morning Shift,Repairs,3.679786918,1145.31422,11.76155676,5,4,Human Error
940,2,Washing Machine,Home Appliances,9/7/2023,743,Passed,494,249,8,"Adams, Murphy and Wilson",4,5,David Floyd,Afternoon Shift,Repairs,1.122643042,1190.377032,11.98322681,5,1,Material Shortage
941,6,Microwave Ovens,Home Appliances,5/24/2023,735,In-Between,228,507,5,Hawkins-Miller,7,5,David Floyd,Afternoon Shift,Routine Maintenance,none,1101.767669,4.925490771,0,3,Technical Issues
942,6,Microwave Ovens,Home Appliances,8/27/2023,629,Passed,315,314,10,Campbell-Wong,2,2,Ashley Herring,Night Shift,Repairs,4.51268519,842.4122969,9.133343652,1,5,Human Error
943,1,Refrigerator,Home Appliances,8/12/2023,366,Passed,121,245,8,"Adams, Murphy and Wilson",8,4,Megan Allen,Night Shift,Routine Maintenance,1.05122277,826.8009493,4.385854503,2,5,Human Error
944,4,Diesel Generator,Industrial Machinery,4/16/2023,706,In-Between,267,439,9,Lawson-Herrera,8,8,Sarah Lloyd,Afternoon Shift,Routine Maintenance,1.957596903,977.8271284,3.590557206,4,2,Material Shortage
945,4,Diesel Generator,Industrial Machinery,6/28/2023,759,Passed,449,310,4,"Yang, Walker and George",1,7,Victor Hernandez,Night Shift,Routine Maintenance,2.024705458,1030.422122,11.57690683,2,5,Human Error
946,1,Refrigerator,Home Appliances,7/13/2023,835,Passed,457,378,8,"Adams, Murphy and Wilson",3,5,David Floyd,Afternoon Shift,Routine Maintenance,2.102729512,1323.744609,6.074112503,4,1,Technical Issues
947,3,Industrial Mixer,Industrial Machinery,4/26/2023,259,Passed,185,74,5,Hawkins-Miller,5,1,Amber Powell,Morning Shift,Repairs,1.723636315,1113.404525,11.87957857,1,1,Material Shortage
948,6,Microwave Ovens,Home Appliances,8/1/2023,210,Passed,209,1,5,Hawkins-Miller,5,4,Megan Allen,Night Shift,Routine Maintenance,2.087601007,1220.628027,4.809900579,1,4,Technical Issues
949,4,Diesel Generator,Industrial Machinery,6/20/2023,648,Failed,75,573,7,Ferguson Inc,2,5,David Floyd,Afternoon Shift,Routine Maintenance,3.229612287,936.9299245,4.478861808,1,2,Human Error
950,5,Air Conditioners,Home Appliances,9/14/2023,793,Passed,428,365,3,Hartman-Banks,7,1,Amber Powell,Morning Shift,Routine Maintenance,none,1208.343685,6.689458911,0,1,Human Error
951,5,Air Conditioners,Home Appliances,8/20/2023,470,Passed,469,1,5,Hawkins-Miller,5,1,Amber Powell,Morning Shift,Routine Maintenance,1.202173973,960.7995113,10.05967795,3,3,Technical Issues
952,6,Microwave Ovens,Home Appliances,4/17/2023,740,Passed,129,611,2,"Moore, Hernandez and Munoz",10,2,Ashley Herring,Night Shift,Routine Maintenance,none,1114.743311,9.679120058,0,3,Human Error
953,7,Industrial Cookers,Industrial Machinery,8/16/2023,665,Failed,415,250,6,"Hill, Thomas and Neal",4,5,David Floyd,Afternoon Shift,Routine Maintenance,4.520575712,1220.461018,8.014126587,4,5,Human Error
954,5,Air Conditioners,Home Appliances,9/24/2023,329,Passed,127,202,10,Campbell-Wong,4,4,Megan Allen,Night Shift,Repairs,2.132157505,892.4604624,7.679081466,3,2,Technical Issues
955,7,Industrial Cookers,Industrial Machinery,8/27/2023,420,Passed,110,310,4,"Yang, Walker and George",8,3,Melissa Kim,Afternoon Shift,Routine Maintenance,4.254436321,819.8770251,4.160053984,1,2,Technical Issues
956,2,Washing Machine,Home Appliances,4/26/2023,914,Passed,326,588,5,Hawkins-Miller,1,1,Amber Powell,Morning Shift,Routine Maintenance,1.710028499,1182.338916,11.72536899,4,3,Material Shortage
957,5,Air Conditioners,Home Appliances,4/30/2023,471,Passed,470,1,10,Campbell-Wong,2,6,Taylor Davis,Morning Shift,Routine Maintenance,2.446523282,1028.85655,5.037070931,5,1,Material Shortage
958,4,Diesel Generator,Industrial Machinery,8/14/2023,732,Passed,262,470,5,Hawkins-Miller,3,5,David Floyd,Afternoon Shift,Routine Maintenance,none,1308.680028,3.603318353,0,2,Material Shortage
959,6,Microwave Ovens,Home Appliances,4/2/2023,449,In-Between,370,79,5,Hawkins-Miller,4,1,Amber Powell,Morning Shift,Routine Maintenance,3.793156906,1031.340666,9.453361754,4,5,Material Shortage
960,3,Industrial Mixer,Industrial Machinery,8/4/2023,537,Passed,219,318,9,Lawson-Herrera,1,6,Taylor Davis,Morning Shift,Repairs,3.34900373,1065.076405,3.93563697,5,3,Technical Issues
961,1,Refrigerator,Home Appliances,9/21/2023,653,In-Between,495,158,6,"Hill, Thomas and Neal",9,6,Taylor Davis,Morning Shift,Repairs,4.52312653,1331.569384,10.89765419,5,2,Material Shortage
962,7,Industrial Cookers,Industrial Machinery,6/22/2023,890,Passed,286,604,3,Hartman-Banks,9,10,Cheryl Nunez,Night Shift,Repairs,none,1312.130295,6.473252258,0,4,Material Shortage
963,7,Industrial Cookers,Industrial Machinery,4/15/2023,568,Passed,367,201,8,"Adams, Murphy and Wilson",5,1,Amber Powell,Morning Shift,Repairs,3.338324308,1273.603102,11.26093763,3,2,Technical Issues
964,3,Industrial Mixer,Industrial Machinery,6/19/2023,734,Passed,391,343,6,"Hill, Thomas and Neal",8,9,Natasha Thomas,Morning Shift,Routine Maintenance,2.738281149,1067.904606,11.70808565,4,3,Human Error
965,3,Industrial Mixer,Industrial Machinery,4/7/2023,233,Passed,232,1,1,"Barnes, Butler and Russell",10,7,Victor Hernandez,Night Shift,Repairs,4.612669517,1076.938101,11.74162943,4,2,Human Error
966,4,Diesel Generator,Industrial Machinery,6/7/2023,657,Failed,121,536,8,"Adams, Murphy and Wilson",7,4,Megan Allen,Night Shift,Routine Maintenance,3.916009814,911.2858274,4.860703939,2,1,Material Shortage
967,3,Industrial Mixer,Industrial Machinery,8/10/2023,902,Passed,394,508,7,Ferguson Inc,4,1,Amber Powell,Morning Shift,Repairs,2.855482341,1065.010801,7.521642781,4,2,Material Shortage
968,3,Industrial Mixer,Industrial Machinery,5/5/2023,216,Failed,215,1,8,"Adams, Murphy and Wilson",9,10,Cheryl Nunez,Night Shift,Routine Maintenance,2.58744654,969.3415202,8.31260645,4,1,Material Shortage
969,2,Washing Machine,Home Appliances,8/4/2023,929,In-Between,256,673,6,"Hill, Thomas and Neal",1,9,Natasha Thomas,Morning Shift,Routine Maintenance,3.174806988,993.7601742,6.279682016,1,2,Technical Issues
970,3,Industrial Mixer,Industrial Machinery,7/24/2023,751,In-Between,252,499,1,"Barnes, Butler and Russell",3,1,Amber Powell,Morning Shift,Routine Maintenance,3.587786428,1228.472731,7.037040825,5,4,Technical Issues
971,3,Industrial Mixer,Industrial Machinery,7/17/2023,936,Passed,106,830,4,"Yang, Walker and George",2,8,Sarah Lloyd,Afternoon Shift,Repairs,3.254053774,1218.922125,6.568635327,1,2,Human Error
972,3,Industrial Mixer,Industrial Machinery,4/7/2023,435,In-Between,434,1,1,"Barnes, Butler and Russell",9,1,Amber Powell,Morning Shift,Repairs,1.231909007,1155.193538,10.09800586,2,4,Technical Issues
973,5,Air Conditioners,Home Appliances,4/16/2023,419,Passed,375,44,9,Lawson-Herrera,5,5,David Floyd,Afternoon Shift,Repairs,4.225359072,1295.661073,3.906719427,4,3,Technical Issues
974,2,Washing Machine,Home Appliances,9/7/2023,731,Passed,330,401,7,Ferguson Inc,4,7,Victor Hernandez,Night Shift,Repairs,1.790917884,1120.821202,7.304071988,2,5,Human Error
975,5,Air Conditioners,Home Appliances,6/10/2023,484,Passed,483,1,9,Lawson-Herrera,9,1,Amber Powell,Morning Shift,Repairs,3.773086305,1185.643424,6.318510604,4,3,Human Error
976,7,Industrial Cookers,Industrial Machinery,8/27/2023,874,Passed,170,704,10,Campbell-Wong,8,3,Melissa Kim,Afternoon Shift,Repairs,3.166008328,1152.238409,4.374016787,3,2,Human Error
977,1,Refrigerator,Home Appliances,5/15/2023,841,In-Between,394,447,5,Hawkins-Miller,6,7,Victor Hernandez,Night Shift,Repairs,4.447673694,978.8644178,7.722813005,3,4,Technical Issues
978,2,Washing Machine,Home Appliances,4/28/2023,504,Passed,62,442,3,Hartman-Banks,2,3,Melissa Kim,Afternoon Shift,Routine Maintenance,2.910752763,840.8686988,9.066261901,2,4,Human Error
979,6,Microwave Ovens,Home Appliances,7/4/2023,536,In-Between,368,168,5,Hawkins-Miller,4,5,David Floyd,Afternoon Shift,Repairs,3.216637308,1071.65024,8.938294127,5,1,Technical Issues
980,1,Refrigerator,Home Appliances,5/11/2023,357,In-Between,356,1,4,"Yang, Walker and George",9,10,Cheryl Nunez,Night Shift,Repairs,1.482183199,1280.837821,3.58597958,2,2,Human Error
981,1,Refrigerator,Home Appliances,7/20/2023,455,Passed,454,1,4,"Yang, Walker and George",7,8,Sarah Lloyd,Afternoon Shift,Repairs,4.580580596,891.9588252,11.09583929,2,1,Material Shortage
982,4,Diesel Generator,Industrial Machinery,5/22/2023,580,Passed,206,374,10,Campbell-Wong,5,2,Ashley Herring,Night Shift,Routine Maintenance,2.013004768,1063.379713,8.599630356,4,5,Technical Issues
983,4,Diesel Generator,Industrial Machinery,5/23/2023,905,Passed,444,461,3,Hartman-Banks,4,2,Ashley Herring,Night Shift,Routine Maintenance,1.910091712,1131.284798,6.156062501,4,3,Material Shortage
984,3,Industrial Mixer,Industrial Machinery,8/29/2023,690,Passed,348,342,7,Ferguson Inc,6,9,Natasha Thomas,Morning Shift,Routine Maintenance,3.944736987,965.3031324,9.345767027,2,4,Material Shortage
985,1,Refrigerator,Home Appliances,4/27/2023,485,Failed,484,1,1,"Barnes, Butler and Russell",4,10,Cheryl Nunez,Night Shift,Routine Maintenance,2.243422291,1044.012528,11.92613117,5,4,Material Shortage
986,1,Refrigerator,Home Appliances,9/29/2023,347,Passed,346,1,6,"Hill, Thomas and Neal",6,6,Taylor Davis,Morning Shift,Routine Maintenance,none,1293.941038,7.442108058,0,4,Human Error
987,2,Washing Machine,Home Appliances,8/23/2023,743,Passed,69,674,9,Lawson-Herrera,8,1,Amber Powell,Morning Shift,Repairs,3.280833366,881.7206538,9.312545195,2,5,Technical Issues
988,6,Microwave Ovens,Home Appliances,8/20/2023,497,Passed,496,1,3,Hartman-Banks,7,8,Sarah Lloyd,Afternoon Shift,Routine Maintenance,4.297207099,1303.602489,7.852394578,4,4,Technical Issues
989,1,Refrigerator,Home Appliances,9/2/2023,595,Passed,457,138,7,Ferguson Inc,5,8,Sarah Lloyd,Afternoon Shift,Routine Maintenance,none,1223.233923,4.45509895,0,1,Material Shortage
990,4,Diesel Generator,Industrial Machinery,7/18/2023,812,Passed,200,612,8,"Adams, Murphy and Wilson",1,3,Melissa Kim,Afternoon Shift,Routine Maintenance,2.454178325,1236.266701,8.068814607,5,4,Technical Issues
991,4,Diesel Generator,Industrial Machinery,6/4/2023,548,Failed,479,69,10,Campbell-Wong,6,6,Taylor Davis,Morning Shift,Routine Maintenance,2.935940677,1258.102174,7.868913603,2,4,Human Error
